Dusicyon,Dusicyon culpaeus,1.29985,1.29985
Leptocyon,Leptocyon vulpinus,18.2,25.615000000000002
Phlaocyon,Phlaocyon annectens,22.615000000000002,22.615000000000002
Vulpes,Vulpes stenognathus,1.05,14.785
Protocyon,Protocyon tarijensis,1.6845,1.6845
Urocyon,Urocyon citrinus,3.35,3.35
Enhydrocyon,Enhydrocyon basilatus,22.615000000000002,22.615000000000002
Canis,Canis ferox,3.35,7.6000000000000005
Ectopocynus,Ectopocynus antiquus,25.615000000000002,32.05
Nyctereutes,Nyctereutes abdeslami,3.0940000000000003,3.0940000000000003
Cynotherium,Cynotherium,0.06885,1.80585
Borophagus,Borophagus secundus,7.6000000000000005,14.1815
Canis,Canis mesomelas,0.00585,3.9605
Vulpes,Vulpes,0.00585,7.6000000000000005
Xenocyon,Xenocyon texanus,1.05,1.05
Aelurodon,Aelurodon mcgrewi,14.1815,14.785
Philotrox,Philotrox condoni,25.615000000000002,28.55
Urocyon,Urocyon,0.06885,11.95
Cuon,Cuon alpinus,0.06885,1.29985
Vulpes,Vulpes mathisoni,4.4665,4.4665
Leptocyon,Leptocyon delicatus,25.615000000000002,25.615000000000002
Microtomarctus,Microtomarctus conferta,14.1815,18.2
Canidae,Canidae,0.06885,35.55
Leptocyon,Leptocyon tejonensis,11.95,11.95
Phlaocyon,Phlaocyon mariae,18.2,18.2
Leptocyon,Leptocyon douglassi,25.615000000000002,28.55
Cormocyon,Cormocyon copei,14.1815,28.55
Enhydrocyon,Enhydrocyon stenocephalus,25.615000000000002,25.615000000000002
Cynarctoides,Cynarctoides whistleri,18.2,18.2
Aelurodon,Aelurodon,8.470500000000001,14.785
Desmocyon,Desmocyon matthewi,18.2,18.2
Oxetocyon,Oxetocyon cuspidatus,32.05,32.05
Mesocyon,Mesocyon brachyops,25.615000000000002,25.615000000000002
Canis,Canis lupus,0.00585,3.0940000000000003
Chailicyon,Chailicyon crassidens,42.900000000000006,42.900000000000006
Mesocyon,Mesocyon,25.615000000000002,25.615000000000002
Phlaocyon,Phlaocyon minor,18.2,25.615000000000002
Desmocyon,Desmocyon,22.615000000000002,22.615000000000002
Tephrocyon,Tephrocyon rurestris,14.1815,14.785
Aelurodon,Aelurodon wheelerianus,18.2,18.2
Aelurodon,Aelurodon ferox,9.25,14.785
Otocyon,Otocyon,0.39635000000000004,3.0940000000000003
Canis,Canis latrans,0.00585,3.35
Xenocyon,Xenocyon,0.4535,1.6845
Canis,Canis anthus,1.294,1.294
Epicyon,Epicyon saevus,7.6000000000000005,14.785
Enhydrocyon,Enhydrocyon pahinsintewakpa,22.615000000000002,28.55
Canis,Canis rufus,0.06885,3.35
Canis,Canis cedazoensis,1.05,1.05
Paratomarctus,Paratomarctus temerarius,9.25,14.895
Archaeocyon,Archaeocyon leptodus,25.615000000000002,32.05
Phlaocyon,Phlaocyon marslandensis,18.2,18.2
Otarocyon,Otarocyon cooki,25.615000000000002,28.55
Borophagus,Borophagus,3.35,14.1815
Cormocyon,Cormocyon,28.55,28.55
Canis,Canis proplatensis,1.6845,1.6845
Cynarctus,Cynarctus wangi,14.785,14.785
Vulpes,Vulpes cascadensis,0.06885,0.06885
Phlaocyon,Phlaocyon,18.2,25.615000000000002
Tomarctus,Tomarctus,11.95,14.895
Chrysocyon,Chrysocyon nearcticus,3.35,3.35
Cynarctus,Cynarctus galushai,14.785,14.785
Canis,Canis familiaris,0.00585,1.294
Cerdocyon,Cerdocyon texanus,3.35,7.6000000000000005
Paraenhydrocyon,Paraenhydrocyon josephi,22.615000000000002,25.615000000000002
Mesocyon,Mesocyon coryphaeus,25.615000000000002,25.615000000000002
Metalopex,Metalopex macconnelli,11.95,14.1815
Caedocyon,Caedocyon tedfordi,25.615000000000002,25.615000000000002
Eucyon,Eucyon,3.9605,8.470500000000001
Euoplocyon,Euoplocyon brachygnathus,14.785,18.2
Archaeocyon,Archaeocyon falkenbachi,25.615000000000002,25.615000000000002
Cynarctus,Cynarctus marylandica,14.895,18.205000000000002
Carpocyon,Carpocyon compressus,13.135000000000002,14.785
Enhydrocyon,Enhydrocyon crassidens,22.615000000000002,28.55
Cubacyon,Cubacyon transversidens,1.294,1.294
Borophagus,Borophagus orc,4.4665,7.6000000000000005
Hesperocyon,Hesperocyon gregarius,32.05,38.8
Leptocyon,Leptocyon matthewi,9.25,11.95
Metalopex,Metalopex bakeri,7.6000000000000005,7.6000000000000005
Ectopocynus,Ectopocynus simplicidens,18.2,18.2
Borophagus,Borophagus littoralis,11.95,14.1815
Paraenhydrocyon,Paraenhydrocyon wallovianus,22.615000000000002,25.615000000000002
Cynotherium,Cynotherium sardous,0.06885,1.80585
Vulpes,Vulpes chama,0.00585,1.6845
Canis,Canis,0.00585,12.809000000000001
Osbornodon,Osbornodon iamonensis,18.2,19.5
Canis,Canis (Pseudalopex),0.06885,1.29985
Osbornodon,Osbornodon fricki,14.785,18.2
Cynodesmus,Cynodesmus thooides,25.615000000000002,32.05
Tomarctus,Tomarctus hippophaga,14.1815,18.2
Lycaon,Lycaon,0.4535,3.0940000000000003
Borophagus,Borophagus hilli,3.35,14.1815
Oxetocyon,Oxetocyon,32.05,32.05
Cynodesmus,Cynodesmus martini,25.615000000000002,25.615000000000002
Canis,Canis edwardii,1.05,14.1815
Aelurodon,Aelurodon taxoides,7.6000000000000005,14.1815
Hesperocyoninae,Hesperocyoninae,22.615000000000002,28.55
Carpocyon,Carpocyon webbi,7.6000000000000005,14.785
Ectopocynus,Ectopocynus intermedius,25.615000000000002,25.615000000000002
Phlaocyon,Phlaocyon yatkolai,18.2,18.2
Carpocyon,Carpocyon limosus,7.6000000000000005,7.6000000000000005
Epicyon,Epicyon,7.6000000000000005,11.95
Hesperocyon,Hesperocyon coloradensis,33.599999999999994,33.599999999999994
Borophagus,Borophagus pugnator,7.6000000000000005,14.1815
Alopex,Alopex,2.6723500000000002,2.6723500000000002
Mesocyon,Mesocyon temnodon,22.615000000000002,33.599999999999994
Eucyon,Eucyon skinneri,11.95,11.95
Cynarctus,Cynarctus voorhiesi,11.95,11.95
Protocyon,Protocyon troglodytes,0.063,1.294
Protomarctus,Protomarctus optatus,14.1815,18.205000000000002
Vulpes,Vulpes vulpes macroura,0.06885,0.06885
Protocyon,Protocyon orcesi,0.39635000000000004,0.39635000000000004
Aelurodon,Aelurodon asthenostylus,14.785,18.2
Leptocyon,Leptocyon gregorii,22.615000000000002,22.615000000000002
Protepicyon,Protepicyon raki,14.785,14.785
Canis,Canis aureus,0.00585,3.0940000000000003
Otarocyon,Otarocyon macdonaldi,33.599999999999994,33.599999999999994
Paracynarctus,Paracynarctus sinclairi,14.785,18.2
Protocyon,Protocyon,0.06885,1.29985
Dusicyon,Dusicyon avus,0.06885,0.3965
Epicyon,Epicyon haydeni,7.6000000000000005,18.2
Canis,Canis adustus,0.00585,3.0940000000000003
Borophagus,Borophagus dudleyi,4.4665,4.4665
Phlaocyon,Phlaocyon achoros,22.615000000000002,22.615000000000002
Rhizocyon,Rhizocyon oregonensis,25.615000000000002,25.615000000000002
Protemnocyon,Protemnocyon inflatus,33.599999999999994,33.599999999999994
Borophagus,Borophagus parvus,7.6000000000000005,7.6000000000000005
Archaeocyon,Archaeocyon pavidus,25.615000000000002,32.05
Phlaocyon,Phlaocyon taylori,25.615000000000002,27.8
Pseudalopex,Pseudalopex gymnocercus,0.00585,1.6845
Caninae,Caninae,0.06885,25.55
Tomarctus,Tomarctus brevirostris,14.1815,18.2
Osbornodon,Osbornodon renjiei,32.05,33.599999999999994
Cynarctoides,Cynarctoides lemur,22.615000000000002,28.55
Gobicyon,Gobicyon,10.6515,12.719999999999999
Leptocyon,Leptocyon leidyi,14.785,22.615000000000002
Leptocyon,Leptocyon,11.95,25.615000000000002
Speothos,Speothos venaticus,0.00585,0.00585
Osbornodon,Osbornodon sesnoni,25.615000000000002,32.05
Canis,Canis lepophagus,0.06885,7.6000000000000005
Cynarctoides,Cynarctoides luskensis,22.615000000000002,25.615000000000002
Phlaocyon,Phlaocyon leucosteus,18.2,22.615000000000002
Theriodictis,Theriodictis floridanus,3.35,3.35
Urocyon,Urocyon galushai,3.35,3.35
Sunkahetanka,Sunkahetanka geringensis,25.615000000000002,28.55
Carpocyon,Carpocyon,14.1815,14.785
Metalopex,Metalopex merriami,7.6000000000000005,14.1815
Paracynarctus,Paracynarctus kelloggi,14.1815,18.2
Metatomarctus,Metatomarctus,14.1815,14.1815
Cynarctus,Cynarctus saxatilis,14.785,14.785
Desmocyon,Desmocyon thomsoni,14.1815,25.615000000000002
Cynarctoides,Cynarctoides roii,25.615000000000002,28.55
Hesperocyon,Hesperocyon,25.615000000000002,43.3
Chrysocyon,Chrysocyon,1.294,1.294
Eucyon,Eucyon davisi,3.35,14.1815
Cynarctoides,Cynarctoides acridens,14.785,25.615000000000002
Vulpini,Vulpini,0.06885,0.06885
Dusicyon,Dusicyon sechurae,0.39635000000000004,0.39635000000000004
Otocyon,Otocyon megalotis,0.00585,1.29985
Phlaocyon,Phlaocyon multicuspus,22.615000000000002,22.615000000000002
Cynodictis,Cynodictis,31.0,52.2
Cynarctus,Cynarctus crucidens,8.470500000000001,14.1815
Vulpes,Vulpes kernensis,11.95,11.95
Urocyon,Urocyon progressus,3.35,3.35
Vulpes,Vulpes vulpes,0.00585,2.894
Euoplocyon,Euoplocyon spissidens,18.2,18.2
Urocyon,Urocyon cinereoargenteus,0.00585,3.35
Chrysocyon,Chrysocyon brachyurus,1.294,1.6845
Cuon,Cuon,0.06885,0.4535
Psalidocyon,Psalidocyon marianae,14.785,18.2
Paratomarctus,Paratomarctus euthos,9.25,14.1815
